ligand_name	scores
4L6Q_protein_compound145_out.pdbqt	-9.6
4L6Q_protein_compound1460_out.pdbqt	-8.9
4L6Q_protein_compound1461_out.pdbqt	-10.6
4L6Q_protein_compound1462_out.pdbqt	-10.0
4L6Q_protein_compound1463_out.pdbqt	-10.0
4L6Q_protein_compound1464_out.pdbqt	-10.0
4L6Q_protein_compound1465_out.pdbqt	-8.2
4L6Q_protein_compound1466_out.pdbqt	-9.2
4L6Q_protein_compound1467_out.pdbqt	-8.1
4L6Q_protein_compound1468_out.pdbqt	-9.6
4L6Q_protein_compound1469_out.pdbqt	-9.5
4L6Q_protein_compound146_out.pdbqt	-9.3
4L6Q_protein_compound1470_out.pdbqt	-9.1
4L6Q_protein_compound1471_out.pdbqt	-8.5
4L6Q_protein_compound1472_out.pdbqt	-9.3
4L6Q_protein_compound1473_out.pdbqt	-9.0
4L6Q_protein_compound1474_out.pdbqt	-8.0
4L6Q_protein_compound1475_out.pdbqt	-9.1
4L6Q_protein_compound1476_out.pdbqt	-9.0
4L6Q_protein_compound1477_out.pdbqt	-8.7
4L6Q_protein_compound1478_out.pdbqt	-9.0
4L6Q_protein_compound1479_out.pdbqt	-8.9
4L6Q_protein_compound147_out.pdbqt	-9.2
4L6Q_protein_compound1480_out.pdbqt	-8.7
4L6Q_protein_compound1481_out.pdbqt	-8.9
4L6Q_protein_compound1482_out.pdbqt	-9.6
4L6Q_protein_compound1483_out.pdbqt	-8.9
4L6Q_protein_compound1484_out.pdbqt	-9.1
4L6Q_protein_compound1485_out.pdbqt	-8.9
4L6Q_protein_compound1486_out.pdbqt	-9.2
4L6Q_protein_compound1487_out.pdbqt	-7.9
4L6Q_protein_compound1488_out.pdbqt	-8.9
4L6Q_protein_compound1489_out.pdbqt	-9.7
4L6Q_protein_compound148_out.pdbqt	-8.8
4L6Q_protein_compound1490_out.pdbqt	-9.7
4L6Q_protein_compound1491_out.pdbqt	-9.1
4L6Q_protein_compound1492_out.pdbqt	-8.6
4L6Q_protein_compound1493_out.pdbqt	-9.5
4L6Q_protein_compound1494_out.pdbqt	-8.5
4L6Q_protein_compound1495_out.pdbqt	-9.2
4L6Q_protein_compound1496_out.pdbqt	-9.1
4L6Q_protein_compound1497_out.pdbqt	-9.2
4L6Q_protein_compound1498_out.pdbqt	-9.1
4L6Q_protein_compound1499_out.pdbqt	-9.5
4L6Q_protein_compound149_out.pdbqt	-9.0
4L6Q_protein_compound14_out.pdbqt	-11.0
4L6Q_protein_compound1500_out.pdbqt	-9.1
4L6Q_protein_compound1501_out.pdbqt	-8.5
4L6Q_protein_compound1502_out.pdbqt	-8.7
4L6Q_protein_compound1503_out.pdbqt	-8.0
4L6Q_protein_compound1504_out.pdbqt	-8.0
4L6Q_protein_compound1505_out.pdbqt	-8.0
4L6Q_protein_compound1506_out.pdbqt	-8.0
4L6Q_protein_compound1507_out.pdbqt	-10.2
4L6Q_protein_compound1508_out.pdbqt	-8.5
4L6Q_protein_compound1509_out.pdbqt	-8.3
4L6Q_protein_compound150_out.pdbqt	-8.8
4L6Q_protein_compound1510_out.pdbqt	-8.7
4L6Q_protein_compound1511_out.pdbqt	-8.7
4L6Q_protein_compound1512_out.pdbqt	-9.0
4L6Q_protein_compound1513_out.pdbqt	-8.9
4L6Q_protein_compound1514_out.pdbqt	-9.0
4L6Q_protein_compound1515_out.pdbqt	-8.8
4L6Q_protein_compound1516_out.pdbqt	-8.1
4L6Q_protein_compound1517_out.pdbqt	-8.2
4L6Q_protein_compound1518_out.pdbqt	-8.6
4L6Q_protein_compound1519_out.pdbqt	-8.6
4L6Q_protein_compound151_out.pdbqt	-8.7
4L6Q_protein_compound1520_out.pdbqt	-8.6
4L6Q_protein_compound1521_out.pdbqt	-8.5
4L6Q_protein_compound1522_out.pdbqt	-8.1
4L6Q_protein_compound1523_out.pdbqt	-8.6
4L6Q_protein_compound1524_out.pdbqt	-8.5
4L6Q_protein_compound1525_out.pdbqt	-8.2
4L6Q_protein_compound1526_out.pdbqt	-8.3
4L6Q_protein_compound1527_out.pdbqt	-8.3
4L6Q_protein_compound1528_out.pdbqt	-8.8
4L6Q_protein_compound1529_out.pdbqt	-8.9
4L6Q_protein_compound152_out.pdbqt	-8.3
4L6Q_protein_compound1530_out.pdbqt	-7.7
4L6Q_protein_compound1531_out.pdbqt	-8.3
4L6Q_protein_compound1532_out.pdbqt	-8.3
4L6Q_protein_compound1533_out.pdbqt	-8.3
4L6Q_protein_compound1534_out.pdbqt	-9.0
4L6Q_protein_compound1535_out.pdbqt	-8.9
4L6Q_protein_compound1536_out.pdbqt	-8.5
4L6Q_protein_compound1537_out.pdbqt	-8.7
4L6Q_protein_compound1538_out.pdbqt	-8.7
4L6Q_protein_compound1539_out.pdbqt	-9.0
4L6Q_protein_compound153_out.pdbqt	-8.7
4L6Q_protein_compound1540_out.pdbqt	-9.1
4L6Q_protein_compound1541_out.pdbqt	-8.8
4L6Q_protein_compound1542_out.pdbqt	-7.8
4L6Q_protein_compound1543_out.pdbqt	-7.3
4L6Q_protein_compound1544_out.pdbqt	-8.8
4L6Q_protein_compound1545_out.pdbqt	-9.1
4L6Q_protein_compound1546_out.pdbqt	-7.8
4L6Q_protein_compound1547_out.pdbqt	-9.0
4L6Q_protein_compound1548_out.pdbqt	-7.8
4L6Q_protein_compound1549_out.pdbqt	-7.4
4L6Q_protein_compound154_out.pdbqt	-9.1
4L6Q_protein_compound1550_out.pdbqt	-8.7
4L6Q_protein_compound1551_out.pdbqt	-8.5
4L6Q_protein_compound1552_out.pdbqt	-9.1
4L6Q_protein_compound1553_out.pdbqt	-8.1
4L6Q_protein_compound1554_out.pdbqt	-8.9
4L6Q_protein_compound1555_out.pdbqt	-8.0
4L6Q_protein_compound1556_out.pdbqt	-8.1
4L6Q_protein_compound1557_out.pdbqt	-8.8
4L6Q_protein_compound1558_out.pdbqt	-8.2
4L6Q_protein_compound1559_out.pdbqt	-7.8
4L6Q_protein_compound155_out.pdbqt	-8.5
4L6Q_protein_compound1560_out.pdbqt	-8.1
4L6Q_protein_compound1561_out.pdbqt	-8.7
4L6Q_protein_compound1562_out.pdbqt	-7.5
4L6Q_protein_compound1563_out.pdbqt	-8.3
4L6Q_protein_compound1564_out.pdbqt	-8.8
4L6Q_protein_compound1565_out.pdbqt	-7.5
4L6Q_protein_compound1566_out.pdbqt	-8.1
4L6Q_protein_compound1567_out.pdbqt	-8.7
4L6Q_protein_compound1568_out.pdbqt	-8.2
4L6Q_protein_compound1569_out.pdbqt	-8.4
4L6Q_protein_compound156_out.pdbqt	-8.6
4L6Q_protein_compound1570_out.pdbqt	-8.4
4L6Q_protein_compound1571_out.pdbqt	-8.6
4L6Q_protein_compound1572_out.pdbqt	-9.2
4L6Q_protein_compound1573_out.pdbqt	-10.0
4L6Q_protein_compound1574_out.pdbqt	-9.5
4L6Q_protein_compound1575_out.pdbqt	-7.8
4L6Q_protein_compound1576_out.pdbqt	-9.0
4L6Q_protein_compound1577_out.pdbqt	-7.9
4L6Q_protein_compound1578_out.pdbqt	-7.7
4L6Q_protein_compound1579_out.pdbqt	-8.0
4L6Q_protein_compound157_out.pdbqt	-8.8
4L6Q_protein_compound1580_out.pdbqt	-8.8
4L6Q_protein_compound1581_out.pdbqt	-8.9
4L6Q_protein_compound1582_out.pdbqt	-10.1
4L6Q_protein_compound1583_out.pdbqt	-10.0
4L6Q_protein_compound1584_out.pdbqt	-9.5
4L6Q_protein_compound1585_out.pdbqt	-7.9
4L6Q_protein_compound1586_out.pdbqt	-8.6
4L6Q_protein_compound1587_out.pdbqt	-7.8
4L6Q_protein_compound1588_out.pdbqt	-7.9
4L6Q_protein_compound1589_out.pdbqt	-8.9
4L6Q_protein_compound158_out.pdbqt	-9.3
4L6Q_protein_compound1590_out.pdbqt	-8.9
4L6Q_protein_compound1591_out.pdbqt	-10.2
4L6Q_protein_compound1592_out.pdbqt	-8.8
4L6Q_protein_compound1593_out.pdbqt	-8.5
4L6Q_protein_compound1594_out.pdbqt	-9.3
4L6Q_protein_compound1595_out.pdbqt	-9.3
4L6Q_protein_compound1596_out.pdbqt	-9.3
4L6Q_protein_compound1597_out.pdbqt	-9.4
4L6Q_protein_compound1598_out.pdbqt	-8.3
4L6Q_protein_compound1599_out.pdbqt	-7.8
4L6Q_protein_compound159_out.pdbqt	-7.6
4L6Q_protein_compound15_out.pdbqt	-9.8
4L6Q_protein_compound1600_out.pdbqt	-8.6
4L6Q_protein_compound1601_out.pdbqt	-7.7
4L6Q_protein_compound1602_out.pdbqt	-8.7
4L6Q_protein_compound1603_out.pdbqt	-8.3
4L6Q_protein_compound1604_out.pdbqt	-7.3
4L6Q_protein_compound1605_out.pdbqt	-7.6
4L6Q_protein_compound1606_out.pdbqt	-8.5
4L6Q_protein_compound1607_out.pdbqt	-7.8
4L6Q_protein_compound1608_out.pdbqt	-7.8
4L6Q_protein_compound1609_out.pdbqt	-8.4
4L6Q_protein_compound160_out.pdbqt	-8.4
4L6Q_protein_compound1610_out.pdbqt	-8.4
4L6Q_protein_compound1611_out.pdbqt	-8.9
4L6Q_protein_compound1612_out.pdbqt	-8.5
4L6Q_protein_compound1613_out.pdbqt	-9.2
4L6Q_protein_compound1614_out.pdbqt	-9.0
4L6Q_protein_compound1615_out.pdbqt	-8.5
4L6Q_protein_compound1616_out.pdbqt	-9.0
4L6Q_protein_compound1617_out.pdbqt	-8.2
4L6Q_protein_compound1618_out.pdbqt	-8.5
4L6Q_protein_compound1619_out.pdbqt	-9.2
4L6Q_protein_compound161_out.pdbqt	-8.0
4L6Q_protein_compound1620_out.pdbqt	-8.7
4L6Q_protein_compound1621_out.pdbqt	-8.7
4L6Q_protein_compound1622_out.pdbqt	-9.3
4L6Q_protein_compound1623_out.pdbqt	-9.0
4L6Q_protein_compound1624_out.pdbqt	-8.9
4L6Q_protein_compound1625_out.pdbqt	-8.8
4L6Q_protein_compound1626_out.pdbqt	-7.8
4L6Q_protein_compound1627_out.pdbqt	-8.1
4L6Q_protein_compound1628_out.pdbqt	-9.3
4L6Q_protein_compound1629_out.pdbqt	-8.5
4L6Q_protein_compound162_out.pdbqt	-9.8
4L6Q_protein_compound1630_out.pdbqt	-9.8
4L6Q_protein_compound1631_out.pdbqt	-8.9
4L6Q_protein_compound1632_out.pdbqt	-9.1
4L6Q_protein_compound1633_out.pdbqt	-8.6
4L6Q_protein_compound1634_out.pdbqt	-8.7
4L6Q_protein_compound1635_out.pdbqt	-8.8
4L6Q_protein_compound1636_out.pdbqt	-8.6
4L6Q_protein_compound1637_out.pdbqt	-8.8
4L6Q_protein_compound1638_out.pdbqt	-8.7
4L6Q_protein_compound1639_out.pdbqt	-8.9
4L6Q_protein_compound163_out.pdbqt	-9.1
4L6Q_protein_compound1640_out.pdbqt	-7.9
4L6Q_protein_compound1641_out.pdbqt	-9.1
4L6Q_protein_compound1642_out.pdbqt	-9.0
4L6Q_protein_compound1643_out.pdbqt	-8.8
4L6Q_protein_compound1644_out.pdbqt	-8.9
4L6Q_protein_compound1645_out.pdbqt	-8.6
4L6Q_protein_compound1646_out.pdbqt	-7.7
4L6Q_protein_compound1647_out.pdbqt	-7.6
4L6Q_protein_compound1648_out.pdbqt	-8.6
4L6Q_protein_compound1649_out.pdbqt	-8.7
4L6Q_protein_compound164_out.pdbqt	-10.8
4L6Q_protein_compound1650_out.pdbqt	-8.8
4L6Q_protein_compound1651_out.pdbqt	-9.2
4L6Q_protein_compound1652_out.pdbqt	-9.2
4L6Q_protein_compound1653_out.pdbqt	-8.5
4L6Q_protein_compound1654_out.pdbqt	-8.8
4L6Q_protein_compound1655_out.pdbqt	-8.6
4L6Q_protein_compound1656_out.pdbqt	-9.1
4L6Q_protein_compound1657_out.pdbqt	-8.8
4L6Q_protein_compound1658_out.pdbqt	-9.7
4L6Q_protein_compound1659_out.pdbqt	-8.7
4L6Q_protein_compound165_out.pdbqt	-10.5
4L6Q_protein_compound1660_out.pdbqt	-8.5
4L6Q_protein_compound1661_out.pdbqt	-8.0
4L6Q_protein_compound1662_out.pdbqt	-8.9
4L6Q_protein_compound1663_out.pdbqt	-9.6
4L6Q_protein_compound1664_out.pdbqt	-9.7
4L6Q_protein_compound1665_out.pdbqt	-9.2
4L6Q_protein_compound1666_out.pdbqt	-8.4
4L6Q_protein_compound1667_out.pdbqt	-8.4
4L6Q_protein_compound1668_out.pdbqt	-8.3
4L6Q_protein_compound1669_out.pdbqt	-9.8
4L6Q_protein_compound166_out.pdbqt	-9.1
4L6Q_protein_compound1670_out.pdbqt	-9.2
4L6Q_protein_compound1671_out.pdbqt	-9.4
4L6Q_protein_compound1672_out.pdbqt	-9.5
4L6Q_protein_compound1673_out.pdbqt	-9.5
4L6Q_protein_compound1674_out.pdbqt	-8.6
4L6Q_protein_compound1675_out.pdbqt	-8.5
4L6Q_protein_compound1676_out.pdbqt	-8.7
4L6Q_protein_compound1677_out.pdbqt	-8.3
4L6Q_protein_compound1678_out.pdbqt	-8.1
4L6Q_protein_compound1679_out.pdbqt	-8.3
4L6Q_protein_compound167_out.pdbqt	-9.1
4L6Q_protein_compound1680_out.pdbqt	-9.8
4L6Q_protein_compound1681_out.pdbqt	-8.1
4L6Q_protein_compound1682_out.pdbqt	-8.3
4L6Q_protein_compound1683_out.pdbqt	-8.1
4L6Q_protein_compound1684_out.pdbqt	-10.0
4L6Q_protein_compound1685_out.pdbqt	-8.7
4L6Q_protein_compound1686_out.pdbqt	-8.7
4L6Q_protein_compound1687_out.pdbqt	-9.3
4L6Q_protein_compound1688_out.pdbqt	-9.3
4L6Q_protein_compound1689_out.pdbqt	-8.6
4L6Q_protein_compound168_out.pdbqt	-11.1
4L6Q_protein_compound1690_out.pdbqt	-8.6
4L6Q_protein_compound1691_out.pdbqt	-8.5
4L6Q_protein_compound1692_out.pdbqt	-8.5
4L6Q_protein_compound1693_out.pdbqt	-8.1
4L6Q_protein_compound1694_out.pdbqt	-8.8
4L6Q_protein_compound1695_out.pdbqt	-9.6
4L6Q_protein_compound1696_out.pdbqt	-9.2
4L6Q_protein_compound1697_out.pdbqt	-9.0
4L6Q_protein_compound1698_out.pdbqt	-9.3
4L6Q_protein_compound1699_out.pdbqt	-8.7
4L6Q_protein_compound169_out.pdbqt	-7.9
4L6Q_protein_compound16_out.pdbqt	-10.6
4L6Q_protein_compound1700_out.pdbqt	-8.4
4L6Q_protein_compound1701_out.pdbqt	-8.7
4L6Q_protein_compound1702_out.pdbqt	-7.6
4L6Q_protein_compound1703_out.pdbqt	-8.3
4L6Q_protein_compound1704_out.pdbqt	-8.1
4L6Q_protein_compound1705_out.pdbqt	-8.9
4L6Q_protein_compound1706_out.pdbqt	-8.7
4L6Q_protein_compound1707_out.pdbqt	-8.2
4L6Q_protein_compound1708_out.pdbqt	-8.0
4L6Q_protein_compound1709_out.pdbqt	-7.8
4L6Q_protein_compound170_out.pdbqt	-8.4
4L6Q_protein_compound1710_out.pdbqt	-7.8
4L6Q_protein_compound1711_out.pdbqt	-7.8
4L6Q_protein_compound1712_out.pdbqt	-8.9
4L6Q_protein_compound1713_out.pdbqt	-9.0
4L6Q_protein_compound1714_out.pdbqt	-8.2
4L6Q_protein_compound1715_out.pdbqt	-8.7
4L6Q_protein_compound1716_out.pdbqt	-7.3
4L6Q_protein_compound1717_out.pdbqt	-9.0
4L6Q_protein_compound1718_out.pdbqt	-9.5
4L6Q_protein_compound1719_out.pdbqt	-7.7
4L6Q_protein_compound171_out.pdbqt	-8.8
4L6Q_protein_compound1720_out.pdbqt	-7.5
4L6Q_protein_compound1721_out.pdbqt	-8.2
4L6Q_protein_compound1722_out.pdbqt	-7.7
4L6Q_protein_compound1723_out.pdbqt	-7.6
4L6Q_protein_compound1724_out.pdbqt	-7.5
4L6Q_protein_compound1725_out.pdbqt	-8.0
4L6Q_protein_compound1726_out.pdbqt	-8.3
4L6Q_protein_compound1727_out.pdbqt	-7.3
4L6Q_protein_compound1728_out.pdbqt	-8.3
4L6Q_protein_compound1729_out.pdbqt	-7.7
4L6Q_protein_compound172_out.pdbqt	-8.5
4L6Q_protein_compound1730_out.pdbqt	-7.6
4L6Q_protein_compound1731_out.pdbqt	-8.0
4L6Q_protein_compound1732_out.pdbqt	-8.2
4L6Q_protein_compound1733_out.pdbqt	-8.1
4L6Q_protein_compound1734_out.pdbqt	-8.7
4L6Q_protein_compound1735_out.pdbqt	-8.4
4L6Q_protein_compound1736_out.pdbqt	-8.8
4L6Q_protein_compound1737_out.pdbqt	-8.2
4L6Q_protein_compound1738_out.pdbqt	-8.1
4L6Q_protein_compound1739_out.pdbqt	-8.7
4L6Q_protein_compound173_out.pdbqt	-9.3
4L6Q_protein_compound1740_out.pdbqt	-8.3
4L6Q_protein_compound1741_out.pdbqt	-8.7
4L6Q_protein_compound1742_out.pdbqt	-8.2
4L6Q_protein_compound1743_out.pdbqt	-8.1
4L6Q_protein_compound1744_out.pdbqt	-8.3
4L6Q_protein_compound1745_out.pdbqt	-9.1
4L6Q_protein_compound1746_out.pdbqt	-8.2
4L6Q_protein_compound1747_out.pdbqt	-8.5
4L6Q_protein_compound1748_out.pdbqt	-8.4
4L6Q_protein_compound1749_out.pdbqt	-8.8
4L6Q_protein_compound174_out.pdbqt	-7.9
4L6Q_protein_compound1750_out.pdbqt	-8.8
4L6Q_protein_compound1751_out.pdbqt	-8.1
4L6Q_protein_compound1752_out.pdbqt	-8.2
4L6Q_protein_compound1753_out.pdbqt	-7.9
4L6Q_protein_compound1754_out.pdbqt	-8.0
4L6Q_protein_compound1755_out.pdbqt	-7.7
4L6Q_protein_compound1756_out.pdbqt	-9.5
4L6Q_protein_compound1757_out.pdbqt	-8.5
4L6Q_protein_compound1758_out.pdbqt	-9.1
4L6Q_protein_compound1759_out.pdbqt	-9.2
4L6Q_protein_compound175_out.pdbqt	-8.2
4L6Q_protein_compound1760_out.pdbqt	-8.4
4L6Q_protein_compound1761_out.pdbqt	-8.1
4L6Q_protein_compound1762_out.pdbqt	-8.7
4L6Q_protein_compound1763_out.pdbqt	-8.4
4L6Q_protein_compound1764_out.pdbqt	-8.6
4L6Q_protein_compound1765_out.pdbqt	-8.6
4L6Q_protein_compound1766_out.pdbqt	-8.8
4L6Q_protein_compound1767_out.pdbqt	-8.8
4L6Q_protein_compound1768_out.pdbqt	-8.4
4L6Q_protein_compound1769_out.pdbqt	-8.5
4L6Q_protein_compound176_out.pdbqt	-10.0
4L6Q_protein_compound1770_out.pdbqt	-8.5
4L6Q_protein_compound1771_out.pdbqt	-8.4
4L6Q_protein_compound1772_out.pdbqt	-8.6
4L6Q_protein_compound1773_out.pdbqt	-8.7
4L6Q_protein_compound1774_out.pdbqt	-8.6
4L6Q_protein_compound1775_out.pdbqt	-8.5
4L6Q_protein_compound1776_out.pdbqt	-8.0
4L6Q_protein_compound1777_out.pdbqt	-7.6
4L6Q_protein_compound1778_out.pdbqt	-8.3
4L6Q_protein_compound1779_out.pdbqt	-8.1
4L6Q_protein_compound177_out.pdbqt	-10.7
4L6Q_protein_compound1780_out.pdbqt	-7.9
4L6Q_protein_compound1781_out.pdbqt	-8.0
4L6Q_protein_compound1782_out.pdbqt	-8.3
4L6Q_protein_compound1783_out.pdbqt	-8.2
4L6Q_protein_compound1784_out.pdbqt	-8.8
4L6Q_protein_compound1785_out.pdbqt	-8.3
4L6Q_protein_compound1786_out.pdbqt	-8.1
4L6Q_protein_compound1787_out.pdbqt	-7.8
4L6Q_protein_compound1788_out.pdbqt	-8.0
4L6Q_protein_compound1789_out.pdbqt	-8.3
4L6Q_protein_compound178_out.pdbqt	-10.7
4L6Q_protein_compound1790_out.pdbqt	-7.7
4L6Q_protein_compound1791_out.pdbqt	-8.9
4L6Q_protein_compound1792_out.pdbqt	-8.2
4L6Q_protein_compound1793_out.pdbqt	-7.6
4L6Q_protein_compound1794_out.pdbqt	-8.4
4L6Q_protein_compound1795_out.pdbqt	-8.5
4L6Q_protein_compound1796_out.pdbqt	-8.3
4L6Q_protein_compound1797_out.pdbqt	-9.4
4L6Q_protein_compound1798_out.pdbqt	-8.6
4L6Q_protein_compound1799_out.pdbqt	-7.6
4L6Q_protein_compound179_out.pdbqt	-9.5
4L6Q_protein_compound17_out.pdbqt	-9.2
4L6Q_protein_compound1800_out.pdbqt	-7.8
4L6Q_protein_compound1801_out.pdbqt	-7.3
4L6Q_protein_compound1802_out.pdbqt	-7.6
4L6Q_protein_compound1803_out.pdbqt	-7.9
4L6Q_protein_compound1804_out.pdbqt	-8.9
4L6Q_protein_compound1805_out.pdbqt	-7.6
4L6Q_protein_compound1806_out.pdbqt	-8.0
4L6Q_protein_compound1807_out.pdbqt	-8.7
4L6Q_protein_compound1808_out.pdbqt	-8.2
4L6Q_protein_compound1809_out.pdbqt	-7.6
4L6Q_protein_compound180_out.pdbqt	-10.2
4L6Q_protein_compound1810_out.pdbqt	-7.8
4L6Q_protein_compound1811_out.pdbqt	-9.1
4L6Q_protein_compound1812_out.pdbqt	-9.4
4L6Q_protein_compound1813_out.pdbqt	-8.1
4L6Q_protein_compound1814_out.pdbqt	-8.8
4L6Q_protein_compound1815_out.pdbqt	-9.0
4L6Q_protein_compound1816_out.pdbqt	-8.9
4L6Q_protein_compound1817_out.pdbqt	-9.1
4L6Q_protein_compound1818_out.pdbqt	-8.5
4L6Q_protein_compound1819_out.pdbqt	-9.8
4L6Q_protein_compound181_out.pdbqt	-8.9
4L6Q_protein_compound1820_out.pdbqt	-8.7
4L6Q_protein_compound1821_out.pdbqt	-9.1
4L6Q_protein_compound1822_out.pdbqt	-8.3
4L6Q_protein_compound1823_out.pdbqt	-9.0
4L6Q_protein_compound1824_out.pdbqt	-8.9
4L6Q_protein_compound1825_out.pdbqt	-8.9
4L6Q_protein_compound1826_out.pdbqt	-10.1
4L6Q_protein_compound1827_out.pdbqt	-8.9
4L6Q_protein_compound1828_out.pdbqt	-9.0
4L6Q_protein_compound1829_out.pdbqt	-9.2
4L6Q_protein_compound182_out.pdbqt	-8.7
4L6Q_protein_compound1830_out.pdbqt	-9.0
4L6Q_protein_compound1831_out.pdbqt	-8.7
4L6Q_protein_compound1832_out.pdbqt	-8.6
4L6Q_protein_compound1833_out.pdbqt	-8.8
4L6Q_protein_compound1834_out.pdbqt	-8.9
4L6Q_protein_compound1835_out.pdbqt	-8.7
4L6Q_protein_compound1836_out.pdbqt	-9.0
4L6Q_protein_compound1837_out.pdbqt	-8.7
4L6Q_protein_compound1838_out.pdbqt	-8.8
4L6Q_protein_compound1839_out.pdbqt	-9.7
4L6Q_protein_compound183_out.pdbqt	-8.8
4L6Q_protein_compound1840_out.pdbqt	-8.5
4L6Q_protein_compound1841_out.pdbqt	-9.3
4L6Q_protein_compound1842_out.pdbqt	-8.5
4L6Q_protein_compound1843_out.pdbqt	-8.3
4L6Q_protein_compound1844_out.pdbqt	-8.2
4L6Q_protein_compound1845_out.pdbqt	-8.6
4L6Q_protein_compound1846_out.pdbqt	-8.7
4L6Q_protein_compound1847_out.pdbqt	-8.6
4L6Q_protein_compound1848_out.pdbqt	-8.2
4L6Q_protein_compound1849_out.pdbqt	-8.9
4L6Q_protein_compound184_out.pdbqt	-8.9
4L6Q_protein_compound1850_out.pdbqt	-8.4
4L6Q_protein_compound1851_out.pdbqt	-8.4
4L6Q_protein_compound1852_out.pdbqt	-9.2
4L6Q_protein_compound1853_out.pdbqt	-8.6
4L6Q_protein_compound1854_out.pdbqt	-8.0
4L6Q_protein_compound1855_out.pdbqt	-8.9
4L6Q_protein_compound1856_out.pdbqt	-8.6
4L6Q_protein_compound1857_out.pdbqt	-10.5
4L6Q_protein_compound1858_out.pdbqt	-10.0
4L6Q_protein_compound1859_out.pdbqt	-9.0
4L6Q_protein_compound185_out.pdbqt	-10.0
4L6Q_protein_compound1860_out.pdbqt	-8.9
4L6Q_protein_compound1861_out.pdbqt	-10.1
4L6Q_protein_compound1862_out.pdbqt	-8.3
4L6Q_protein_compound1863_out.pdbqt	-8.5
4L6Q_protein_compound1864_out.pdbqt	-9.5
4L6Q_protein_compound1865_out.pdbqt	-9.4
4L6Q_protein_compound1866_out.pdbqt	-8.3
4L6Q_protein_compound1867_out.pdbqt	-8.8
4L6Q_protein_compound1868_out.pdbqt	-9.0
4L6Q_protein_compound1869_out.pdbqt	-8.6
4L6Q_protein_compound186_out.pdbqt	-9.9
4L6Q_protein_compound1870_out.pdbqt	-8.9
4L6Q_protein_compound1871_out.pdbqt	-8.6
4L6Q_protein_compound1872_out.pdbqt	-9.0
4L6Q_protein_compound1873_out.pdbqt	-8.9
4L6Q_protein_compound1874_out.pdbqt	-8.9
4L6Q_protein_compound1875_out.pdbqt	-8.7
4L6Q_protein_compound1876_out.pdbqt	-9.4
4L6Q_protein_compound1877_out.pdbqt	-8.8
4L6Q_protein_compound1878_out.pdbqt	-9.8
4L6Q_protein_compound1879_out.pdbqt	-8.3
4L6Q_protein_compound187_out.pdbqt	-10.2
4L6Q_protein_compound1880_out.pdbqt	-8.6
4L6Q_protein_compound1881_out.pdbqt	-8.4
4L6Q_protein_compound1882_out.pdbqt	-9.8
4L6Q_protein_compound1883_out.pdbqt	-8.4
4L6Q_protein_compound1884_out.pdbqt	-7.9
4L6Q_protein_compound1885_out.pdbqt	-8.1
4L6Q_protein_compound1886_out.pdbqt	-10.3
4L6Q_protein_compound1887_out.pdbqt	-9.3
4L6Q_protein_compound1888_out.pdbqt	-9.4
4L6Q_protein_compound1889_out.pdbqt	-9.6
4L6Q_protein_compound188_out.pdbqt	-8.7
4L6Q_protein_compound1890_out.pdbqt	-10.0
4L6Q_protein_compound1891_out.pdbqt	-9.4
4L6Q_protein_compound1892_out.pdbqt	-7.8
4L6Q_protein_compound1893_out.pdbqt	-8.2
4L6Q_protein_compound1894_out.pdbqt	-8.6
4L6Q_protein_compound1895_out.pdbqt	-10.3
4L6Q_protein_compound1896_out.pdbqt	-8.2
4L6Q_protein_compound1897_out.pdbqt	-8.7
4L6Q_protein_compound1898_out.pdbqt	-8.4
4L6Q_protein_compound1899_out.pdbqt	-8.1
4L6Q_protein_compound189_out.pdbqt	-10.3
4L6Q_protein_compound18_out.pdbqt	-9.9
4L6Q_protein_compound1900_out.pdbqt	-9.6
4L6Q_protein_compound1901_out.pdbqt	-9.1
4L6Q_protein_compound1902_out.pdbqt	-9.2
4L6Q_protein_compound1903_out.pdbqt	-9.0
4L6Q_protein_compound1904_out.pdbqt	-10.1
4L6Q_protein_compound1905_out.pdbqt	-9.8
4L6Q_protein_compound1906_out.pdbqt	-9.8
4L6Q_protein_compound1907_out.pdbqt	-9.2
4L6Q_protein_compound1908_out.pdbqt	-9.0
4L6Q_protein_compound1909_out.pdbqt	-9.5
4L6Q_protein_compound190_out.pdbqt	-10.0
4L6Q_protein_compound1910_out.pdbqt	-8.6
4L6Q_protein_compound1911_out.pdbqt	-8.1
4L6Q_protein_compound1912_out.pdbqt	-8.9
4L6Q_protein_compound1913_out.pdbqt	-8.2
4L6Q_protein_compound1914_out.pdbqt	-8.3
4L6Q_protein_compound1915_out.pdbqt	-8.1
4L6Q_protein_compound1916_out.pdbqt	-8.2
4L6Q_protein_compound1917_out.pdbqt	-8.7
4L6Q_protein_compound1918_out.pdbqt	-8.3
4L6Q_protein_compound1919_out.pdbqt	-8.0
4L6Q_protein_compound191_out.pdbqt	-9.2
4L6Q_protein_compound1920_out.pdbqt	-8.5
4L6Q_protein_compound1921_out.pdbqt	-9.0
4L6Q_protein_compound1922_out.pdbqt	-9.0
4L6Q_protein_compound1923_out.pdbqt	-8.4
4L6Q_protein_compound1924_out.pdbqt	-8.7
4L6Q_protein_compound1925_out.pdbqt	-9.0
4L6Q_protein_compound1926_out.pdbqt	-9.1
4L6Q_protein_compound1927_out.pdbqt	-8.2
