SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS
COc1c(c2n[nH]c(C(N\N=C(/C(=O)N3)\c4c3cccc4)=O)c2)cccc1,361.36100000000005,0.26065944973479344,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.6895999999999998,0.3525072188182263
COc1c(c2n[nH]c(C(N\N=C(\C(=O)N3)/c4c3cccc4)=O)c2)cccc1,361.36100000000005,0.26065944973479344,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.6895999999999998,0.3525072188182263
COc1cc(c2n[nH]c(C(N\N=C(/C(=O)N3)\c4c3cccc4)=O)c2)ccc1,361.36100000000005,0.26065944973479344,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.6895999999999998,0.3525072188182263
COc1ccc(c2n[nH]c(C(N\N=C(\C(=O)N3)/c4c3cccc4)=O)c2)cc1,361.36100000000005,0.26065944973479344,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.6896,0.3525072188182263
COc1cc(c2n[nH]c(C(N\N=C(\C(=O)N3)/c4c3cccc4)=O)c2)ccc1,361.36100000000005,0.26065944973479344,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.6895999999999998,0.3525072188182263
Cc1c(C(N\N=C(\C(=O)N2)/c3c2cccc3)=O)[nH]nc1c4ccc(OC)cc4,375.38800000000015,0.3041688637985054,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,1.99802,0.3977598187665794
COc1cc(c2n[nH]c3c2[C@@H](c4cc(OC)c(O)cc4)NC3=O)ccc1,351.362,0.2296442197338628,4,0.3333333333333333,3,0.5,5,0.3333333333333333,0,0.0,2.1503999999999994,0.42011761391647257
COc1cc(c2n[nH]c3c2[C@H](c4cc(OC)c(O)cc4)NC3=O)ccc1,351.362,0.2296442197338628,4,0.3333333333333333,3,0.5,5,0.3333333333333333,0,0.0,2.1503999999999994,0.42011761391647257
Cc1oc(c2c1C(Nc3cc4c([nH]nc4C(N)=O)cc3)=O)ccc(OC)c2,364.3610000000001,0.2699649492850278,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,2.495420000000001,0.47074031035049396
Cc1c(C(Nc2cc3c([nH]nc3C(N)=O)cc2)=O)oc(c14)ccc(OC)c4,364.3610000000001,0.2699649492850278,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,2.495420000000001,0.47074031035049396
Cc1c(C(Nc2cc3c([nH]nc3C(N)=O)cc2)=O)oc(c14)c(OC)ccc4,364.3610000000001,0.2699649492850278,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,2.49542,0.47074031035049385
CC1=C(C(Nc2cc3c([nH]nc3C(N)=O)cc2)=O)C(=O)Oc(c14)cccc4,362.3450000000001,0.26371165358727033,4,0.3333333333333333,3,0.5,5,0.3333333333333333,0,0.0,1.8470199999999999,0.3756045026645065
Cc1[nH]c(c2c1\C=N\NC(c3[nH]nc(c4cc5c(OCO5)cc4)c3)=O)cccc2,387.3990000000001,0.34142498216445955,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,2.39522,0.45603857079136995
Cc1c(NC(c2cc3c(NC(=O)C(=O)N3)cc2)=O)nn(c4c(Cl)cccc4)c1,395.80600000000004,0.36750209373739895,4,0.3333333333333333,3,0.5,5,0.3333333333333333,0,0.0,1.6524199999999996,0.3470520224428946
CCOc1c(O)ccc([C@@H]2NC(=O)c(c23)[nH]nc3c4cc(OC)ccc4)c1,365.3890000000001,0.2731536337975748,5,0.4166666666666667,3,0.5,5,0.3333333333333333,0,0.0,2.5405000000000006,0.47735462591262273
