SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS
Cc1[nH]nc(C)c1NC(C[NH+](CC(Nc2cc(C(F)(F)F)c(Cl)cc2)=O)C)=O,418.82700000000006,0.43890939545271274,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.3087399999999996,0.2966259360987859
c1cc2c(C[NH+](CCCNC(NNC(c3sc(Br)cc3)=O)=O)CC2)cc1,438.3710000000002,0.49953162318930555,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.4859,0.3226195506725823
c1cc2c(C[NH2+][C@@H](C(N[C@H](C(NCc3occc3)=O)Cc4c5c(cccc5)[nH]c4)=O)C2)cc1,443.5270000000002,0.5155246750829747,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.3110000000000015,0.2969575322205788
c1cc2c(C[NH2+][C@H](C(N[C@H](C(NCc3occc3)=O)Cc4c5c(cccc5)[nH]c4)=O)C2)cc1,443.5270000000002,0.5155246750829747,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.3110000000000015,0.2969575322205788
c1cc2c(C[NH2+][C@@H](C(N[C@@H](C(NCc3occc3)=O)Cc4c5c(cccc5)[nH]c4)=O)C2)cc1,443.5270000000002,0.5155246750829747,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.3110000000000015,0.2969575322205788
c1ccc(N2CC[NH+](CCC(NNC(Nc3c(Cl)cccc3)=S)=O)CC2)cc1,418.97400000000016,0.4393653649306746,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.452800000000001,0.31776298800384983
COc1c(NC(NNC(C2CC[NH+](Cc3ccccc3)CC2)=O)=S)cccc1,399.54000000000013,0.3790843388442574,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,1.5079000000000007,0.32584747752189097
CCOC(c1[nH]c(c2c1NC(C[NH+]3[C@H](CCO)CCCC3)=O)ccc(Cl)c2)=O,408.9060000000002,0.4081361084400887,9,0.75,4,0.75,4,0.2222222222222222,1,0.5,1.2744,0.2915874357349106
CCOC(c1[nH]c(c2c1NC(C[NH+]3[C@@H](CCO)CCCC3)=O)ccc(Cl)c2)=O,408.9060000000002,0.4081361084400887,9,0.75,4,0.75,4,0.2222222222222222,1,0.5,1.2744,0.2915874357349106
c1ccc(C[NH+]2C[C@@H](NC(NNC(c3sc(Br)cc3)=O)=O)CCC2)cc1,438.3710000000002,0.49953162318930555,8,0.6666666666666666,4,0.75,3,0.1111111111111111,1,0.5,1.7021000000000004,0.35434126816442446
c1ccc(C[NH+]2C[C@H](NC(NNC(c3sc(Br)cc3)=O)=O)CCC2)cc1,438.3710000000002,0.49953162318930555,8,0.6666666666666666,4,0.75,3,0.1111111111111111,1,0.5,1.7021000000000004,0.35434126816442446
c1c(N2CC[NH+](CC(NC(NCCc3c4c(ccc(F)c4)[nH]c3)=O)=O)CC2)ccc(F)c1,442.4900000000002,0.512308074071777,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,0.7376000000000009,0.21282602061178002
Cc1cc(N2CC[NH+](CCCCNC(c3c4c(NC(=S)N4)cc(F)c3)=O)CC2)ccc1,442.5840000000001,0.5125996463910175,8,0.6666666666666666,4,0.75,3,0.1111111111111111,1,0.5,1.62431,0.34292761227316443
C[NH+](C1CCCCC1)Cc2c(NC(NCCC(N=CNC3=O)=C3)=O)cccc2,384.5040000000001,0.3324451750984835,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,0.9996000000000009,0.251267694908092
CCOc1c(C[NH+]2[C@H](CC(NCc3[nH]c(c4c3)ccc(F)c4)=O)C(=O)NCC2)cccc1,439.5110000000002,0.5030677130183945,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,0.8136000000000005,0.22397704063666435
CCOc1c(C[NH+]2[C@@H](CC(NCc3[nH]c(c4c3)ccc(F)c4)=O)C(=O)NCC2)cccc1,439.5110000000002,0.5030677130183945,9,0.75,4,0.75,3,0.1111111111111111,1,0.5,0.8136000000000005,0.22397704063666435
COc1ccc([C@H]([NH2+]CC(Nc2cc3c(NC(=O)N3)cc2)=O)c4ccccc4)cc1,403.4620000000001,0.3912497285895968,8,0.6666666666666666,4,0.75,3,0.1111111111111111,1,0.5,1.1924999999999992,0.2795707444186206
COc1ccc([C@@H]([NH2+]CC(Nc2cc3c(NC(=O)N3)cc2)=O)c4ccccc4)cc1,403.4620000000001,0.3912497285895968,8,0.6666666666666666,4,0.75,3,0.1111111111111111,1,0.5,1.1924999999999992,0.2795707444186206
