ligand_name	scores
mol12852_config_out1.pdbqt	-10.1
mol12853_config_out1.pdbqt	-9.4
mol12854_config_out1.pdbqt	-10.6
mol12855_config_out1.pdbqt	-9.6
mol12856_config_out1.pdbqt	-9.7
mol12857_config_out1.pdbqt	-9.1
mol12858_config_out1.pdbqt	-10.6
mol12859_config_out1.pdbqt	-8.8
mol1285_config_out1.pdbqt	-7.8
mol12860_config_out1.pdbqt	-8.7
mol12861_config_out1.pdbqt	-10.8
mol12862_config_out1.pdbqt	-10.5
mol12863_config_out1.pdbqt	-9.8
mol12864_config_out1.pdbqt	-9.8
mol12865_config_out1.pdbqt	-8.1
mol12866_config_out1.pdbqt	-10.6
mol12867_config_out1.pdbqt	-10.2
mol12868_config_out1.pdbqt	-10.9
mol12869_config_out1.pdbqt	-10.1
mol1286_config_out1.pdbqt	-8.5
mol12870_config_out1.pdbqt	-10.1
mol12871_config_out1.pdbqt	-11.2
mol12872_config_out1.pdbqt	-10.6
mol12873_config_out1.pdbqt	-11.2
mol12874_config_out1.pdbqt	-8.1
mol12875_config_out1.pdbqt	-9.9
mol12876_config_out1.pdbqt	-9.9
mol12877_config_out1.pdbqt	-8.0
mol12878_config_out1.pdbqt	-6.8
mol12879_config_out1.pdbqt	-8.0
mol1287_config_out1.pdbqt	-10.5
mol12880_config_out1.pdbqt	-7.3
mol12881_config_out1.pdbqt	-10.4
mol12882_config_out1.pdbqt	-10.6
mol12883_config_out1.pdbqt	-9.9
mol12884_config_out1.pdbqt	-10.3
mol12885_config_out1.pdbqt	-9.8
mol12886_config_out1.pdbqt	-10.0
mol12887_config_out1.pdbqt	-8.2
mol12888_config_out1.pdbqt	-9.7
mol12889_config_out1.pdbqt	-10.0
mol1288_config_out1.pdbqt	-8.7
mol12890_config_out1.pdbqt	-9.1
mol12891_config_out1.pdbqt	-10.1
mol12892_config_out1.pdbqt	-9.0
mol12893_config_out1.pdbqt	-8.3
mol12894_config_out1.pdbqt	-8.2
mol12895_config_out1.pdbqt	-8.0
mol12896_config_out1.pdbqt	-7.2
mol12897_config_out1.pdbqt	-10.0
mol12898_config_out1.pdbqt	-9.3
mol12899_config_out1.pdbqt	-9.5
mol1289_config_out1.pdbqt	-9.8
mol128_config_out1.pdbqt	-10.9
mol12900_config_out1.pdbqt	-9.2
mol12901_config_out1.pdbqt	-10.1
mol12902_config_out1.pdbqt	-7.0
mol12903_config_out1.pdbqt	-9.6
mol12904_config_out1.pdbqt	-12.7
mol12905_config_out1.pdbqt	-9.7
mol12906_config_out1.pdbqt	-8.3
mol12907_config_out1.pdbqt	-7.3
mol12908_config_out1.pdbqt	-8.0
mol12909_config_out1.pdbqt	-10.5
mol1290_config_out1.pdbqt	-9.8
mol12910_config_out1.pdbqt	-10.1
mol12911_config_out1.pdbqt	-10.2
mol12912_config_out1.pdbqt	-7.8
mol12913_config_out1.pdbqt	-11.8
mol12914_config_out1.pdbqt	-8.7
mol12915_config_out1.pdbqt	-10.6
mol12916_config_out1.pdbqt	-9.1
mol12917_config_out1.pdbqt	-9.8
mol12918_config_out1.pdbqt	-6.8
mol12919_config_out1.pdbqt	-9.4
mol1291_config_out1.pdbqt	-11.4
mol12920_config_out1.pdbqt	-7.7
mol12921_config_out1.pdbqt	-8.8
mol12922_config_out1.pdbqt	-7.9
mol12923_config_out1.pdbqt	-9.0
mol12924_config_out1.pdbqt	-7.5
mol12925_config_out1.pdbqt	-7.2
mol12926_config_out1.pdbqt	-9.8
mol12927_config_out1.pdbqt	-8.8
mol12928_config_out1.pdbqt	-8.2
mol12929_config_out1.pdbqt	-9.0
mol1292_config_out1.pdbqt	-10.5
mol12930_config_out1.pdbqt	-12.0
mol12931_config_out1.pdbqt	-9.5
mol12932_config_out1.pdbqt	-8.3
mol12933_config_out1.pdbqt	-8.7
mol12934_config_out1.pdbqt	-8.7
mol12935_config_out1.pdbqt	-9.1
mol12936_config_out1.pdbqt	-9.0
mol12937_config_out1.pdbqt	-10.2
mol12938_config_out1.pdbqt	-10.9
mol12939_config_out1.pdbqt	-10.1
mol1293_config_out1.pdbqt	-7.0
mol12940_config_out1.pdbqt	-7.5
mol12941_config_out1.pdbqt	-10.8
mol12942_config_out1.pdbqt	-10.2
mol12943_config_out1.pdbqt	-10.0
mol12944_config_out1.pdbqt	-9.6
mol12945_config_out1.pdbqt	-10.5
mol12946_config_out1.pdbqt	-10.3
mol12947_config_out1.pdbqt	-10.3
mol12948_config_out1.pdbqt	-8.6
mol12949_config_out1.pdbqt	-8.9
mol1294_config_out1.pdbqt	-10.0
mol12950_config_out1.pdbqt	-9.3
mol12951_config_out1.pdbqt	-8.7
mol12952_config_out1.pdbqt	-11.2
mol12953_config_out1.pdbqt	-8.8
mol12954_config_out1.pdbqt	-10.6
mol12955_config_out1.pdbqt	-8.4
mol12956_config_out1.pdbqt	-9.8
mol12957_config_out1.pdbqt	-9.1
mol12958_config_out1.pdbqt	-9.6
mol12959_config_out1.pdbqt	-9.8
mol1295_config_out1.pdbqt	-9.4
mol12960_config_out1.pdbqt	-9.7
mol12961_config_out1.pdbqt	-9.6
mol12962_config_out1.pdbqt	-7.9
mol12963_config_out1.pdbqt	-9.2
mol12964_config_out1.pdbqt	-10.3
mol12965_config_out1.pdbqt	-9.0
mol12966_config_out1.pdbqt	-8.6
mol12967_config_out1.pdbqt	-8.8
mol12968_config_out1.pdbqt	-10.4
mol12969_config_out1.pdbqt	-10.9
mol1296_config_out1.pdbqt	-6.0
mol12970_config_out1.pdbqt	-9.0
mol12971_config_out1.pdbqt	-9.8
mol12972_config_out1.pdbqt	-11.4
mol12973_config_out1.pdbqt	-8.9
mol12974_config_out1.pdbqt	-8.1
mol12975_config_out1.pdbqt	-5.7
mol12976_config_out1.pdbqt	-9.6
mol12977_config_out1.pdbqt	-9.4
mol12978_config_out1.pdbqt	-9.9
mol12979_config_out1.pdbqt	-8.2
mol1297_config_out1.pdbqt	-10.7
mol12980_config_out1.pdbqt	-9.3
mol12981_config_out1.pdbqt	-7.9
mol12982_config_out1.pdbqt	-8.4
mol12983_config_out1.pdbqt	-10.9
mol12984_config_out1.pdbqt	-9.5
mol12985_config_out1.pdbqt	-8.4
mol12986_config_out1.pdbqt	-8.7
mol12987_config_out1.pdbqt	-8.7
mol12988_config_out1.pdbqt	-9.0
mol12989_config_out1.pdbqt	-8.8
mol1298_config_out1.pdbqt	-9.7
mol12990_config_out1.pdbqt	-10.7
mol12991_config_out1.pdbqt	-8.2
mol12992_config_out1.pdbqt	-10.2
mol12993_config_out1.pdbqt	-9.1
mol12994_config_out1.pdbqt	-9.8
mol12995_config_out1.pdbqt	-10.7
mol12996_config_out1.pdbqt	-8.9
mol12997_config_out1.pdbqt	-6.2
mol12998_config_out1.pdbqt	-10.0
mol12999_config_out1.pdbqt	-10.7
mol1299_config_out1.pdbqt	-10.2
mol129_config_out1.pdbqt	-9.7
mol12_config_out1.pdbqt	-8.9
mol13000_config_out1.pdbqt	-8.7
mol13001_config_out1.pdbqt	-12.9
mol13002_config_out1.pdbqt	-8.5
mol13003_config_out1.pdbqt	-9.3
mol13004_config_out1.pdbqt	-9.2
mol13005_config_out1.pdbqt	-7.3
mol13006_config_out1.pdbqt	-8.4
mol13007_config_out1.pdbqt	-11.0
mol13008_config_out1.pdbqt	-10.3
mol13009_config_out1.pdbqt	-10.7
mol1300_config_out1.pdbqt	-7.8
mol13010_config_out1.pdbqt	-8.7
mol13011_config_out1.pdbqt	-8.0
mol13012_config_out1.pdbqt	-9.8
mol13013_config_out1.pdbqt	-10.1
mol13014_config_out1.pdbqt	-9.8
mol13015_config_out1.pdbqt	-7.8
mol13016_config_out1.pdbqt	-9.5
mol13017_config_out1.pdbqt	-10.8
mol13018_config_out1.pdbqt	-9.8
mol13019_config_out1.pdbqt	-9.4
mol1301_config_out1.pdbqt	-11.6
mol13020_config_out1.pdbqt	-9.1
mol13021_config_out1.pdbqt	-11.5
mol13022_config_out1.pdbqt	-8.5
mol13023_config_out1.pdbqt	-8.6
mol13024_config_out1.pdbqt	-11.5
mol13025_config_out1.pdbqt	-10.3
mol13026_config_out1.pdbqt	-7.1
mol13027_config_out1.pdbqt	-10.1
mol13028_config_out1.pdbqt	-8.3
mol13029_config_out1.pdbqt	-8.2
mol1302_config_out1.pdbqt	-10.1
mol13030_config_out1.pdbqt	-8.9
mol13031_config_out1.pdbqt	-9.9
mol13032_config_out1.pdbqt	-9.4
mol13033_config_out1.pdbqt	-11.4
mol13034_config_out1.pdbqt	-7.3
mol13035_config_out1.pdbqt	-10.2
mol13036_config_out1.pdbqt	-8.9
mol13037_config_out1.pdbqt	-9.1
mol13038_config_out1.pdbqt	-8.0
mol13039_config_out1.pdbqt	-8.9
mol1303_config_out1.pdbqt	-9.9
mol13040_config_out1.pdbqt	-8.9
mol13041_config_out1.pdbqt	-11.2
mol13042_config_out1.pdbqt	-10.2
mol13043_config_out1.pdbqt	-8.6
mol13044_config_out1.pdbqt	-9.1
mol13045_config_out1.pdbqt	-10.4
mol13046_config_out1.pdbqt	-10.2
mol13047_config_out1.pdbqt	-8.9
mol13048_config_out1.pdbqt	-9.9
mol13049_config_out1.pdbqt	-6.3
mol1304_config_out1.pdbqt	-9.0
mol13050_config_out1.pdbqt	-9.0
mol13051_config_out1.pdbqt	-10.9
mol13052_config_out1.pdbqt	-9.1
mol13053_config_out1.pdbqt	-9.7
mol13054_config_out1.pdbqt	-10.8
mol13055_config_out1.pdbqt	-9.8
mol13056_config_out1.pdbqt	-8.5
mol13057_config_out1.pdbqt	-8.3
mol13058_config_out1.pdbqt	-9.5
mol13059_config_out1.pdbqt	-10.4
mol1305_config_out1.pdbqt	-10.8
mol13060_config_out1.pdbqt	-8.5
mol13061_config_out1.pdbqt	-8.2
mol13062_config_out1.pdbqt	-9.5
mol13063_config_out1.pdbqt	-11.0
mol13064_config_out1.pdbqt	-9.7
mol13065_config_out1.pdbqt	-10.8
mol13066_config_out1.pdbqt	-7.5
mol13067_config_out1.pdbqt	-9.5
mol13068_config_out1.pdbqt	-9.5
mol13069_config_out1.pdbqt	-8.7
mol1306_config_out1.pdbqt	-8.1
mol13070_config_out1.pdbqt	-10.3
mol13071_config_out1.pdbqt	-9.7
mol13072_config_out1.pdbqt	-9.9
mol13073_config_out1.pdbqt	-9.9
mol13074_config_out1.pdbqt	-10.5
mol13075_config_out1.pdbqt	-9.2
mol13076_config_out1.pdbqt	-9.2
mol13077_config_out1.pdbqt	-8.6
mol13078_config_out1.pdbqt	-10.1
mol13079_config_out1.pdbqt	-8.6
mol1307_config_out1.pdbqt	-9.0
mol13080_config_out1.pdbqt	-8.2
mol13081_config_out1.pdbqt	-10.3
mol13082_config_out1.pdbqt	-10.6
mol13083_config_out1.pdbqt	-10.4
mol13084_config_out1.pdbqt	-8.8
mol13085_config_out1.pdbqt	-9.0
mol13086_config_out1.pdbqt	-9.7
mol13087_config_out1.pdbqt	-9.1
mol13088_config_out1.pdbqt	-9.3
mol13089_config_out1.pdbqt	-9.1
mol1308_config_out1.pdbqt	-7.2
mol13090_config_out1.pdbqt	-9.2
mol13091_config_out1.pdbqt	-10.0
mol13092_config_out1.pdbqt	-9.5
mol13093_config_out1.pdbqt	-7.9
mol13094_config_out1.pdbqt	-8.5
mol13095_config_out1.pdbqt	-10.0
mol13096_config_out1.pdbqt	-10.7
mol13097_config_out1.pdbqt	-8.9
mol13098_config_out1.pdbqt	-9.8
mol13099_config_out1.pdbqt	-9.3
mol1309_config_out1.pdbqt	-11.3
mol130_config_out1.pdbqt	-10.1
mol13100_config_out1.pdbqt	-11.1
mol13101_config_out1.pdbqt	-9.5
mol13102_config_out1.pdbqt	-10.9
mol13103_config_out1.pdbqt	-9.0
mol13104_config_out1.pdbqt	-8.5
mol13105_config_out1.pdbqt	-9.7
mol13106_config_out1.pdbqt	-8.1
mol13107_config_out1.pdbqt	-9.7
mol13108_config_out1.pdbqt	-10.6
mol13109_config_out1.pdbqt	-9.3
mol1310_config_out1.pdbqt	-11.2
mol13110_config_out1.pdbqt	-6.2
mol13111_config_out1.pdbqt	-10.6
mol13112_config_out1.pdbqt	-12.0
mol13113_config_out1.pdbqt	-6.3
mol13114_config_out1.pdbqt	-7.7
mol13115_config_out1.pdbqt	-9.2
mol13116_config_out1.pdbqt	-9.2
mol13117_config_out1.pdbqt	-10.1
mol13118_config_out1.pdbqt	-7.0
mol13119_config_out1.pdbqt	-9.5
mol1311_config_out1.pdbqt	-10.2
mol13120_config_out1.pdbqt	-10.5
mol13121_config_out1.pdbqt	-8.9
mol13122_config_out1.pdbqt	-7.3
mol13123_config_out1.pdbqt	-9.7
mol13124_config_out1.pdbqt	-7.0
mol13125_config_out1.pdbqt	-8.3
mol13126_config_out1.pdbqt	-11.3
mol13127_config_out1.pdbqt	-9.1
mol13128_config_out1.pdbqt	-10.6
mol13129_config_out1.pdbqt	-8.3
mol1312_config_out1.pdbqt	-9.2
mol13130_config_out1.pdbqt	-9.9
mol13131_config_out1.pdbqt	-9.7
mol13132_config_out1.pdbqt	-8.9
mol13133_config_out1.pdbqt	-9.1
mol13134_config_out1.pdbqt	-9.7
mol13135_config_out1.pdbqt	-9.2
mol13136_config_out1.pdbqt	-7.2
mol13137_config_out1.pdbqt	-9.2
mol13138_config_out1.pdbqt	-9.7
mol13139_config_out1.pdbqt	-10.0
mol1313_config_out1.pdbqt	-8.4
mol13140_config_out1.pdbqt	-10.5
mol13141_config_out1.pdbqt	-10.5
mol13142_config_out1.pdbqt	-10.4
mol13143_config_out1.pdbqt	-11.0
mol13144_config_out1.pdbqt	-8.4
mol13145_config_out1.pdbqt	-8.4
mol13146_config_out1.pdbqt	-8.7
mol13147_config_out1.pdbqt	-9.8
mol13148_config_out1.pdbqt	-10.6
mol13149_config_out1.pdbqt	-10.7
mol1314_config_out1.pdbqt	-10.1
mol13150_config_out1.pdbqt	-9.6
mol13151_config_out1.pdbqt	-10.0
mol13152_config_out1.pdbqt	-8.7
mol13153_config_out1.pdbqt	-10.4
mol13154_config_out1.pdbqt	-10.4
mol13155_config_out1.pdbqt	-8.3
mol13156_config_out1.pdbqt	-9.5
mol13157_config_out1.pdbqt	-11.0
mol13158_config_out1.pdbqt	-8.5
mol13159_config_out1.pdbqt	-11.3
mol1315_config_out1.pdbqt	-9.5
mol13160_config_out1.pdbqt	-10.4
mol13161_config_out1.pdbqt	-11.0
mol13162_config_out1.pdbqt	-8.4
mol13163_config_out1.pdbqt	-8.4
mol13164_config_out1.pdbqt	-9.2
mol13165_config_out1.pdbqt	-10.7
mol13166_config_out1.pdbqt	-9.2
mol13167_config_out1.pdbqt	-9.2
mol13168_config_out1.pdbqt	-8.5
mol13169_config_out1.pdbqt	-9.0
mol1316_config_out1.pdbqt	-9.1
mol13170_config_out1.pdbqt	-10.3
mol13171_config_out1.pdbqt	-8.6
mol13172_config_out1.pdbqt	-9.4
mol13173_config_out1.pdbqt	-9.5
mol13174_config_out1.pdbqt	-8.9
mol13175_config_out1.pdbqt	-8.8
mol13176_config_out1.pdbqt	-9.1
mol13177_config_out1.pdbqt	-8.6
mol13178_config_out1.pdbqt	-9.4
mol13179_config_out1.pdbqt	-10.6
mol1317_config_out1.pdbqt	-10.4
mol13180_config_out1.pdbqt	-6.8
mol13181_config_out1.pdbqt	-11.0
mol13182_config_out1.pdbqt	-10.7
mol13183_config_out1.pdbqt	-7.6
mol13184_config_out1.pdbqt	-9.5
mol13185_config_out1.pdbqt	-8.9
mol13186_config_out1.pdbqt	-10.9
mol13187_config_out1.pdbqt	-9.2
mol13188_config_out1.pdbqt	-7.5
mol13189_config_out1.pdbqt	-8.0
mol1318_config_out1.pdbqt	-8.4
mol13190_config_out1.pdbqt	-9.8
mol13191_config_out1.pdbqt	-10.7
mol13192_config_out1.pdbqt	-10.4
mol13193_config_out1.pdbqt	-9.1
mol13194_config_out1.pdbqt	-9.8
mol13195_config_out1.pdbqt	-8.0
mol13196_config_out1.pdbqt	-7.8
mol13197_config_out1.pdbqt	-9.3
mol13198_config_out1.pdbqt	-9.7
mol13199_config_out1.pdbqt	-8.6
mol1319_config_out1.pdbqt	-9.7
mol131_config_out1.pdbqt	-9.4
mol13200_config_out1.pdbqt	-10.2
mol13201_config_out1.pdbqt	-7.2
mol13202_config_out1.pdbqt	-10.4
mol13203_config_out1.pdbqt	-6.7
mol13204_config_out1.pdbqt	-9.3
mol13205_config_out1.pdbqt	-9.7
mol13206_config_out1.pdbqt	-10.5
mol13207_config_out1.pdbqt	-8.9
mol13208_config_out1.pdbqt	-11.2
mol13209_config_out1.pdbqt	-9.4
mol1320_config_out1.pdbqt	-8.7
mol13210_config_out1.pdbqt	-10.7
mol13211_config_out1.pdbqt	-9.2
mol13212_config_out1.pdbqt	-11.5
mol13213_config_out1.pdbqt	-8.4
mol13214_config_out1.pdbqt	-9.4
mol13215_config_out1.pdbqt	-9.7
mol13216_config_out1.pdbqt	-9.5
mol13217_config_out1.pdbqt	-9.4
mol13218_config_out1.pdbqt	-9.8
mol13219_config_out1.pdbqt	-9.9
mol1321_config_out1.pdbqt	-9.6
mol13220_config_out1.pdbqt	-9.9
mol13221_config_out1.pdbqt	-8.1
mol13222_config_out1.pdbqt	-8.4
mol13223_config_out1.pdbqt	-8.4
mol13224_config_out1.pdbqt	-10.2
mol13225_config_out1.pdbqt	-7.3
mol13226_config_out1.pdbqt	-11.0
mol13227_config_out1.pdbqt	-8.5
mol13228_config_out1.pdbqt	-10.5
mol13229_config_out1.pdbqt	-6.4
mol1322_config_out1.pdbqt	-10.3
mol13230_config_out1.pdbqt	-10.8
mol13231_config_out1.pdbqt	-7.7
mol13232_config_out1.pdbqt	-10.1
mol13233_config_out1.pdbqt	-9.5
mol13234_config_out1.pdbqt	-9.4
mol13235_config_out1.pdbqt	-9.6
mol13236_config_out1.pdbqt	-9.6
mol13237_config_out1.pdbqt	-5.5
mol13238_config_out1.pdbqt	-9.8
mol13239_config_out1.pdbqt	-10.0
mol1323_config_out1.pdbqt	-8.2
mol13240_config_out1.pdbqt	-7.6
mol13241_config_out1.pdbqt	-9.0
mol13242_config_out1.pdbqt	-10.6
mol13243_config_out1.pdbqt	-9.7
mol13244_config_out1.pdbqt	-9.1
mol13245_config_out1.pdbqt	-10.7
mol13246_config_out1.pdbqt	-8.2
mol13247_config_out1.pdbqt	-8.8
mol13248_config_out1.pdbqt	-9.9
mol13249_config_out1.pdbqt	-7.9
mol1324_config_out1.pdbqt	-10.0
mol13250_config_out1.pdbqt	-9.5
mol13251_config_out1.pdbqt	-9.3
mol13252_config_out1.pdbqt	-9.4
mol13253_config_out1.pdbqt	-10.8
mol13254_config_out1.pdbqt	-11.0
mol13255_config_out1.pdbqt	-9.3
mol13256_config_out1.pdbqt	-9.9
mol13257_config_out1.pdbqt	-9.4
mol13258_config_out1.pdbqt	-8.5
mol13259_config_out1.pdbqt	-6.8
mol1325_config_out1.pdbqt	-10.2
mol13260_config_out1.pdbqt	-9.6
mol13261_config_out1.pdbqt	-8.9
mol13262_config_out1.pdbqt	-9.7
mol13263_config_out1.pdbqt	-9.9
mol13264_config_out1.pdbqt	-11.3
mol13265_config_out1.pdbqt	-10.5
mol13266_config_out1.pdbqt	-9.6
mol13267_config_out1.pdbqt	-9.9
mol13268_config_out1.pdbqt	-8.5
mol13269_config_out1.pdbqt	-7.7
mol1326_config_out1.pdbqt	-10.6
mol13270_config_out1.pdbqt	-10.3
mol13271_config_out1.pdbqt	-9.2
mol13272_config_out1.pdbqt	-10.1
mol13273_config_out1.pdbqt	-8.2
mol13274_config_out1.pdbqt	-8.3
mol13275_config_out1.pdbqt	-9.9
mol13276_config_out1.pdbqt	-11.1
mol13277_config_out1.pdbqt	-9.8
mol13278_config_out1.pdbqt	-10.3
mol13279_config_out1.pdbqt	-11.8
mol1327_config_out1.pdbqt	-10.1
mol13280_config_out1.pdbqt	-9.5
mol13281_config_out1.pdbqt	-10.3
mol13282_config_out1.pdbqt	-9.2
mol13283_config_out1.pdbqt	-8.0
mol13284_config_out1.pdbqt	-7.0
mol13285_config_out1.pdbqt	-9.8
mol13286_config_out1.pdbqt	-9.7
mol13287_config_out1.pdbqt	-10.5
mol13288_config_out1.pdbqt	-11.9
mol13289_config_out1.pdbqt	-8.2
mol1328_config_out1.pdbqt	-9.2
mol13290_config_out1.pdbqt	-9.0
mol13291_config_out1.pdbqt	-7.6
mol13292_config_out1.pdbqt	-8.9
mol13293_config_out1.pdbqt	-9.2
mol13294_config_out1.pdbqt	-10.2
mol13295_config_out1.pdbqt	-10.3
mol13296_config_out1.pdbqt	-9.4
mol13297_config_out1.pdbqt	-9.7
mol13298_config_out1.pdbqt	-7.9
mol13299_config_out1.pdbqt	-8.8
mol1329_config_out1.pdbqt	-9.4
mol132_config_out1.pdbqt	-9.0
mol13300_config_out1.pdbqt	-11.5
mol13301_config_out1.pdbqt	-8.5
mol13302_config_out1.pdbqt	-8.7
mol13303_config_out1.pdbqt	-8.0
mol13304_config_out1.pdbqt	-10.3
mol13305_config_out1.pdbqt	-8.9
mol13306_config_out1.pdbqt	-10.3
mol13307_config_out1.pdbqt	-10.7
mol13308_config_out1.pdbqt	-9.2
mol13309_config_out1.pdbqt	-10.7
mol1330_config_out1.pdbqt	-9.3
mol13310_config_out1.pdbqt	-9.4
mol13311_config_out1.pdbqt	-8.4
mol13312_config_out1.pdbqt	-9.8
mol13313_config_out1.pdbqt	-8.8
mol13314_config_out1.pdbqt	-9.6
mol13315_config_out1.pdbqt	-10.0
mol13316_config_out1.pdbqt	-9.5
mol13317_config_out1.pdbqt	-10.7
mol13318_config_out1.pdbqt	-11.8
mol13319_config_out1.pdbqt	-8.3
mol1331_config_out1.pdbqt	-9.1
mol13320_config_out1.pdbqt	-9.3
mol13321_config_out1.pdbqt	-10.9
mol13322_config_out1.pdbqt	-8.9
mol13323_config_out1.pdbqt	-10.0
mol13324_config_out1.pdbqt	-7.5
mol13325_config_out1.pdbqt	-8.4
mol13326_config_out1.pdbqt	-8.5
mol13327_config_out1.pdbqt	-9.9
mol13328_config_out1.pdbqt	-10.5
mol13329_config_out1.pdbqt	-11.2
mol1332_config_out1.pdbqt	-9.4
mol13330_config_out1.pdbqt	-11.5
mol13331_config_out1.pdbqt	-9.0
mol13332_config_out1.pdbqt	-11.4
mol13333_config_out1.pdbqt	-11.6
mol13334_config_out1.pdbqt	-9.1
mol13335_config_out1.pdbqt	-9.5
mol13336_config_out1.pdbqt	-9.8
mol13337_config_out1.pdbqt	-11.0
mol13338_config_out1.pdbqt	-9.1
mol13339_config_out1.pdbqt	-11.4
mol1333_config_out1.pdbqt	-8.4
mol13340_config_out1.pdbqt	-8.3
mol13341_config_out1.pdbqt	-11.2
mol13342_config_out1.pdbqt	-8.7
mol13343_config_out1.pdbqt	-9.8
mol13344_config_out1.pdbqt	-8.7
mol13345_config_out1.pdbqt	-10.4
mol13346_config_out1.pdbqt	-9.2
mol13347_config_out1.pdbqt	-10.4
mol13348_config_out1.pdbqt	-9.0
mol13349_config_out1.pdbqt	-9.2
mol1334_config_out1.pdbqt	-9.1
mol13350_config_out1.pdbqt	-11.2
mol13351_config_out1.pdbqt	-7.4
mol13352_config_out1.pdbqt	-10.1
mol13353_config_out1.pdbqt	-7.1
mol13354_config_out1.pdbqt	-10.7
mol13355_config_out1.pdbqt	-9.4
mol13356_config_out1.pdbqt	-10.1
mol13357_config_out1.pdbqt	-9.3
mol13358_config_out1.pdbqt	-8.6
mol13359_config_out1.pdbqt	-8.6
mol1335_config_out1.pdbqt	-8.4
mol13360_config_out1.pdbqt	-9.6
mol13361_config_out1.pdbqt	-9.8
mol13362_config_out1.pdbqt	-10.5
mol13363_config_out1.pdbqt	-7.6
mol13364_config_out1.pdbqt	-11.6
mol13365_config_out1.pdbqt	-5.8
mol13366_config_out1.pdbqt	-8.9
mol13367_config_out1.pdbqt	-10.4
mol13368_config_out1.pdbqt	-7.0
mol13369_config_out1.pdbqt	-9.8
mol1336_config_out1.pdbqt	-8.0
mol13370_config_out1.pdbqt	-8.1
mol13371_config_out1.pdbqt	-11.4
mol13372_config_out1.pdbqt	-9.8
mol13373_config_out1.pdbqt	-8.2
mol13374_config_out1.pdbqt	-10.5
mol13375_config_out1.pdbqt	-9.5
mol13376_config_out1.pdbqt	-10.9
mol13377_config_out1.pdbqt	-8.4
mol13378_config_out1.pdbqt	-11.8
mol13379_config_out1.pdbqt	-10.0
mol1337_config_out1.pdbqt	-9.5
mol13380_config_out1.pdbqt	-12.0
mol13381_config_out1.pdbqt	-9.5
mol13382_config_out1.pdbqt	-10.2
mol13383_config_out1.pdbqt	-7.8
mol13384_config_out1.pdbqt	-10.2
mol13385_config_out1.pdbqt	-9.5
mol13386_config_out1.pdbqt	-7.3
mol13387_config_out1.pdbqt	-7.2
mol13388_config_out1.pdbqt	-7.2
mol13389_config_out1.pdbqt	-9.2
mol1338_config_out1.pdbqt	-9.5
mol13390_config_out1.pdbqt	-9.0
mol13391_config_out1.pdbqt	-8.7
mol13392_config_out1.pdbqt	-9.6
mol13393_config_out1.pdbqt	-10.6
mol13394_config_out1.pdbqt	-11.6
mol13395_config_out1.pdbqt	-10.5
mol13396_config_out1.pdbqt	-11.2
mol13397_config_out1.pdbqt	-10.3
mol13398_config_out1.pdbqt	-10.7
mol13399_config_out1.pdbqt	-9.4
mol1339_config_out1.pdbqt	-10.3
mol133_config_out1.pdbqt	-10.4
mol13400_config_out1.pdbqt	-8.9
mol13401_config_out1.pdbqt	-9.6
mol13402_config_out1.pdbqt	-11.0
mol13403_config_out1.pdbqt	-9.4
mol13404_config_out1.pdbqt	-9.9
mol13405_config_out1.pdbqt	-11.0
mol13406_config_out1.pdbqt	-10.9
mol13407_config_out1.pdbqt	-8.9
mol13408_config_out1.pdbqt	-10.3
mol13409_config_out1.pdbqt	-9.4
mol1340_config_out1.pdbqt	-8.1
mol13410_config_out1.pdbqt	-10.1
mol13411_config_out1.pdbqt	-9.6
mol13412_config_out1.pdbqt	-9.8
mol13413_config_out1.pdbqt	-9.9
mol13414_config_out1.pdbqt	-8.6
mol13415_config_out1.pdbqt	-7.5
mol13416_config_out1.pdbqt	-11.6
mol13417_config_out1.pdbqt	-10.3
mol13418_config_out1.pdbqt	-9.8
mol13419_config_out1.pdbqt	-9.2
mol1341_config_out1.pdbqt	-9.6
mol13420_config_out1.pdbqt	-10.8
mol13421_config_out1.pdbqt	-9.5
mol13422_config_out1.pdbqt	-11.7
mol13423_config_out1.pdbqt	-8.0
mol13424_config_out1.pdbqt	-9.3
mol13425_config_out1.pdbqt	-8.8
mol13426_config_out1.pdbqt	-9.3
mol13427_config_out1.pdbqt	-11.3
mol13428_config_out1.pdbqt	-9.4
mol13429_config_out1.pdbqt	-11.3
mol1342_config_out1.pdbqt	-11.1
mol13430_config_out1.pdbqt	-9.3
mol13431_config_out1.pdbqt	-10.0
mol13432_config_out1.pdbqt	-9.9
mol13433_config_out1.pdbqt	-9.4
mol13434_config_out1.pdbqt	-10.4
mol13435_config_out1.pdbqt	-9.7
mol13436_config_out1.pdbqt	-10.4
mol13437_config_out1.pdbqt	-8.1
mol13438_config_out1.pdbqt	-9.5
mol13439_config_out1.pdbqt	-8.8
mol1343_config_out1.pdbqt	-8.2
mol13440_config_out1.pdbqt	-8.0
mol13441_config_out1.pdbqt	-11.5
mol13442_config_out1.pdbqt	-9.5
mol13443_config_out1.pdbqt	-9.1
mol13444_config_out1.pdbqt	-9.2
mol13445_config_out1.pdbqt	-10.3
mol13446_config_out1.pdbqt	-11.3
mol13447_config_out1.pdbqt	-7.8
mol13448_config_out1.pdbqt	-8.8
mol13449_config_out1.pdbqt	-11.4
mol1344_config_out1.pdbqt	-8.0
mol13450_config_out1.pdbqt	-7.8
